PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,[1] 07172024_300SPD_5cmIO_JW_200ngMix1_Rep1.raw.PG.MS2Quantity,[2] 07172024_300SPD_5cmIO_JW_200ngMix1_Rep2.raw.PG.MS2Quantity,[3] 07172024_300SPD_5cmIO_JW_200ngMix1_Rep3.raw.PG.MS2Quantity,[4] 07172024_300SPD_5cmIO_JW_200ngMix2_Rep1.raw.PG.MS2Quantity,[5] 07172024_300SPD_5cmIO_JW_200ngMix2_Rep2.raw.PG.MS2Quantity,[6] 07172024_300SPD_5cmIO_JW_200ngMix2_Rep3.raw.PG.MS2Quantity,[7] 07172024_300SPD_5cmIO_JW_200ngMix3_Rep1.raw.PG.MS2Quantity,[8] 07172024_300SPD_5cmIO_JW_200ngMix3_Rep2.raw.PG.MS2Quantity,[9] 07172024_300SPD_5cmIO_JW_200ngMix3_Rep3.raw.PG.MS2Quantity,[10] 07172024_300SPD_5cmIO_JW_200ngMix4_Rep1.raw.PG.MS2Quantity,[11] 07172024_300SPD_5cmIO_JW_200ngMix4_Rep2.raw.PG.MS2Quantity,[12] 07172024_300SPD_5cmIO_JW_200ngMix4_Rep3.raw.PG.MS2Quantity,[13] 07172024_300SPD_5cmIO_JW_200ngMix5_Rep1.raw.PG.MS2Quantity,[14] 07172024_300SPD_5cmIO_JW_200ngMix5_Rep2.raw.PG.MS2Quantity,[15] 07172024_300SPD_5cmIO_JW_200ngMix5_Rep3.raw.PG.MS2Quantity
O75937,O75937,DNAJC8,Homo sapiens,DnaJ homolog subfamily C member 8,586.4243774414062,522.4584961,552.3871459960938,611.2121582,555.4013061523438,532.8207397460938,565.0009155273438,453.77532958984375,575.5661010742188,508.6522521972656,498.50604248046875,582.6787109,526.3469238,564.3901367,531.2579956054688
O75940,O75940,SMNDC1,Homo sapiens,Survival of motor neuron-related-splicing factor 30,515.1734619140625,526.8034057617188,514.1429443359375,405.5686950683594,489.01849365234375,461.0854187011719,394.28680419921875,495.3179016113281,370.9193115234375,570.5102539,506.3981934,513.3652954101562,406.8499755859375,497.18524169921875,581.5056152
O75947,O75947,ATP5PD,Homo sapiens,"ATP synthase subunit d, mitochondrial",2766.54834,2713.091309,2580.009521484375,2609.265137,2770.043457,2667.685059,2932.375488,2856.626708984375,2736.53125,2942.632813,2605.218505859375,2995.851318359375,2763.781982421875,2609.768555,2518.495849609375
O75955,O75955,FLOT1,Homo sapiens,Flotillin-1,1942.4903564453125,2105.278076171875,2047.564697265625,1952.1253662109375,1951.9434814453125,1948.50293,2074.336669921875,1884.5655517578125,2035.6226806640625,2170.4375,2116.307129,2124.362793,1998.1136474609375,2119.958740234375,1966.0533447265625
O75964,O75964,ATP5MG,Homo sapiens,"ATP synthase subunit g, mitochondrial",7032.63623,6973.373535,7392.117676,7522.76123,7608.260254,6796.828613,7288.193359,7159.800781,7275.846191,8402.754883,8696.586914,7888.213379,6950.59082,7262.17334,6710.661133
O75976,O75976,CPD,Homo sapiens,Carboxypeptidase D,696.3630981445312,640.7102661132812,616.6696166992188,692.2365112304688,716.0930786132812,621.2265625,760.7791137695312,750.7861938476562,691.3634033203125,670.0850830078125,625.9546508789062,662.5463867,707.2936401367188,568.0568848,567.8480834960938
O76003,O76003,GLRX3,Homo sapiens,Glutaredoxin-3,1959.865966796875,1890.969238,1881.007813,1656.1632080078125,2192.478516,1965.302734,1866.7054443359375,2074.429688,1933.5284423828125,1616.2225341796875,1721.636719,1408.612060546875,1688.5924072265625,1912.3294677734375,1424.677490234375
O76031,O76031,CLPX,Homo sapiens,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",1287.325439453125,1243.7843017578125,1365.356934,1397.213623046875,1357.355224609375,1385.897461,1421.240478515625,1455.715087890625,1316.04541,1472.242676,1447.451416015625,1463.9134521484375,1339.508056640625,1359.057129,1302.400879
O76071,O76071,CIAO1,Homo sapiens,Probable cytosolic iron-sulfur protein assembly protein CIAO1,747.3994750976562,666.8656005859375,677.5797729492188,692.9718627929688,648.8772583007812,634.4810180664062,635.4250488,649.3374633789062,659.5668334960938,649.9951782226562,709.5216064453125,608.5789794921875,747.7563477,733.7272949,679.3140869140625
O76094,O76094,SRP72,Homo sapiens,Signal recognition particle subunit SRP72,1205.255859,1271.645751953125,1323.8087158203125,1256.34375,1265.0430908203125,1262.3875732421875,1136.891602,1232.253418,1134.5565185546875,1285.4930419921875,1196.398681640625,1255.526123046875,1215.8323974609375,1373.957031,1289.3463134765625
O76095,O76095,JTB,Homo sapiens,Protein JTB,371.07098388671875,561.7889404296875,469.3383483886719,518.0159912109375,462.00592041015625,251.25865173339844,524.9504395,513.7547607421875,537.9226074,522.2653198242188,492.19073486328125,533.6968994140625,509.6849060058594,386.5743103027344,612.8488159179688
O94742,O94742,SEM1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),26S proteasome complex subunit SEM1,NaN,NaN,NaN,NaN,NaN,NaN,254.0693817138672,426.06097412109375,404.36212158203125,NaN,597.3105469,625.1621704101562,911.0278930664062,1879.265869140625,779.2243652
O94760,O94760,DDAH1,Homo sapiens,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",351.69342041015625,358.4786682128906,359.9603576660156,411.38348388671875,348.20819091796875,268.97076416015625,440.3288574,387.69842529296875,433.74163818359375,459.9270324707031,382.8934020996094,360.12225341796875,353.7437438964844,343.7703552246094,362.97589111328125
O94762,O94762,RECQL5,Homo sapiens,ATP-dependent DNA helicase Q5,667.3182373046875,534.4530639648438,583.9768676757812,497.5078430175781,583.8036499023438,682.5032958984375,563.5811157226562,618.6323852539062,625.3958129882812,375.5154724121094,569.2160645,542.5029297,603.8049926757812,660.1849365234375,583.4959106445312
O94776,O94776,MTA2,Homo sapiens,Metastasis-associated protein MTA2,2020.2857666015625,1902.186767578125,1943.6905517578125,1871.770263671875,1884.1195068359375,1706.185302734375,2048.057617,2005.9752197265625,2057.421142578125,2127.836669921875,1974.907715,2030.202637,2074.307617,2040.424072265625,2002.017578
O94782,O94782,USP1,Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 1,137.06553649902344,91.50104522705078,128.33096313476562,155.6335906982422,117.15998840332031,134.263916,144.29949951171875,218.8183135986328,143.82427978515625,150.48533630371094,156.87753295898438,183.3709259033203,213.7735137939453,80.32084655761719,164.9302978515625
O94822,O94822,LTN1,Homo sapiens,E3 ubiquitin-protein ligase listerin,1326.2938232421875,1465.3685302734375,1327.572754,1424.743164,1346.507324,1290.727783203125,1459.0718994140625,1282.5699462890625,1274.1368408203125,1380.1400146484375,1447.584473,1212.0086669921875,1256.5499267578125,1276.690918,1259.512451171875
O94826,O94826,TOMM70,Homo sapiens,Mitochondrial import receptor subunit TOM70,945.9432373046875,1123.5845947265625,1000.2230224609375,1242.360352,1029.0567626953125,1132.304443359375,1125.200195,1062.338867,1107.8280029296875,1066.9053955078125,1156.7882080078125,1118.8648681640625,1058.538086,1056.8724365234375,1160.0433349609375
O94829,O94829,IPO13,Homo sapiens,Importin-13,216.1423797607422,184.7019500732422,212.39012145996094,177.6938018798828,233.5741424560547,225.2773438,188.52584838867188,207.88458251953125,212.9210968017578,200.08419799804688,196.79676818847656,216.8468780517578,226.72357177734375,185.64804077148438,229.98574829101562
O94864,O94864,SUPT7L,Homo sapiens,STAGA complex 65 subunit gamma,219.07504272460938,261.7454528808594,224.90687561035156,196.0289306640625,211.3802947998047,179.30023193359375,161.96800231933594,158.41049194335938,187.9908905029297,247.21446228027344,296.9416809082031,257.1853942871094,126.3952407836914,223.98434448242188,229.25479125976562
O94874,O94874,UFL1,Homo sapiens,E3 UFM1-protein ligase 1,1452.590332,1410.778564453125,1466.120361328125,1426.4437255859375,1446.1541748046875,1534.406738,1436.454345703125,1513.194091796875,1486.10498,1540.227051,1556.274414,1583.3765869140625,1490.8243408203125,1414.990966796875,1492.352051
O94886;X6RI56,O94886;X6RI56,TMEM63A,Homo sapiens,CSC1-like protein 1;Transmembrane protein 63A (Fragment),284.6508483886719,259.4035645,313.6014099121094,273.89849853515625,299.60467529296875,323.7661133,272.6015930175781,277.0689392089844,291.1447448730469,273.3470458984375,364.9315185546875,331.4893493652344,372.0308837890625,262.8235168457031,250.3512725830078
O94888,O94888,UBXN7,Homo sapiens,UBX domain-containing protein 7,1015.4721069335938,1110.5938720703125,1095.9251708984375,1115.506836,1044.3897705078125,935.2769775390625,1076.4293212890625,1089.0206298828125,1047.9351806640625,1022.0335693359375,1030.6749267578125,1052.6839599609375,1149.0933837890625,1160.4071044921875,1044.719727
O94903,O94903,PLPBP,Homo sapiens,Pyridoxal phosphate homeostasis protein,266.8697814941406,286.81365966796875,263.3558654785156,311.21136474609375,371.9682922363281,347.44683837890625,380.3304443359375,330.4330749511719,339.92510986328125,327.5214538574219,277.34747314453125,317.1188659667969,339.6487121582031,291.6871337890625,331.27581787109375
O94906,O94906,PRPF6,Homo sapiens,Pre-mRNA-processing factor 6,2451.191895,2507.907715,2356.148681640625,2331.237060546875,2468.622559,2298.126953,2373.983887,2313.01416,2346.516113,2463.228516,2327.531982421875,2549.093017578125,2473.269043,2320.511474609375,2247.100098
O94925,O94925,GLS,Homo sapiens,"Glutaminase kidney isoform, mitochondrial",1389.6226806640625,1242.676758,1223.962402,1362.491699,1311.559082,1215.6004638671875,1239.743408203125,1350.747314453125,1265.1085205078125,1278.2957763671875,1338.3243408203125,1261.384033203125,972.1795654296875,1058.185791015625,1230.6309814453125
O94927,O94927,HAUS5,Homo sapiens,HAUS augmin-like complex subunit 5,309.45306396484375,285.63262939453125,341.49664306640625,337.4890137,294.8668212890625,284.20330810546875,321.1257629394531,310.0566101074219,455.53668212890625,398.8481140136719,403.918457,361.1262512207031,331.1986999511719,399.0427551269531,341.3359069824219
O94992,O94992,HEXIM1,Homo sapiens,Protein HEXIM1,183.11032104492188,183.14784240722656,163.27432250976562,186.51116943359375,202.6298370361328,165.81101989746094,158.18948364257812,241.69857788085938,217.93055725097656,189.00157165527344,173.35968017578125,171.6431427001953,157.64749145507812,205.3134002685547,216.8838348388672
O95049,O95049,TJP3,Homo sapiens,Tight junction protein ZO-3,364.3954162597656,NaN,444.85272216796875,339.63433837890625,495.5902099609375,441.00201416015625,412.69097900390625,372.18377685546875,378.53204345703125,336.5885009765625,NaN,303.1578674316406,277.1192321777344,321.0665283203125,296.9433594
O95081,O95081,AGFG2,Homo sapiens,Arf-GAP domain and FG repeat-containing protein 2,236.28707885742188,219.70326232910156,172.6614532470703,209.2864990234375,324.8132629394531,227.92019653320312,296.89300537109375,242.6592254638672,270.6399230957031,251.65623474121094,263.7214355,262.4214782714844,218.5836944580078,258.6439514160156,157.2356414794922
O95084,O95084,PRSS23,Homo sapiens,Serine protease 23,380.70123291015625,394.6634216308594,315.840332,448.64422607421875,422.2978210449219,343.3953857421875,428.03900146484375,449.4152832,397.5791016,428.23468017578125,423.64678955078125,365.80743408203125,399.22784423828125,483.0415954589844,383.2528076171875
O95104,O95104,SCAF4,Homo sapiens,SR-related and CTD-associated factor 4,181.83230590820312,138.2141876220703,116.57908630371094,129.1184082,200.0706024169922,145.32662963867188,234.86932373046875,146.56455993652344,150.93524169921875,145.93836975097656,157.27467346191406,192.99591064453125,160.98643493652344,174.03469848632812,198.4489746
O95153,O95153,TSPOAP1,Homo sapiens,Peripheral-type benzodiazepine receptor-associated protein 1,758.2694091796875,980.1224365234375,847.1604004,857.6741333007812,718.4898681640625,794.5086059570312,714.3992919921875,801.2612305,397.1578063964844,721.6900634765625,535.4125366210938,802.3918457,425.8763122558594,389.1452331542969,631.7756958007812
O95155,O95155,UBE4B,Homo sapiens,Ubiquitin conjugation factor E4 B,720.4927368164062,702.0720215,790.7490234,719.9869995117188,723.3214721679688,753.1750488,728.2319336,750.4658203,720.0211181640625,678.8919677734375,675.2337036132812,673.3182983398438,673.7365723,693.8171997070312,673.1594238
O95159,O95159,ZFPL1,Homo sapiens,Zinc finger protein-like 1,224.3575439453125,216.18162536621094,231.38406372070312,212.64466857910156,229.68362426757812,230.95045471191406,232.4711151123047,219.8157501220703,174.2821807861328,200.90603637695312,202.01429748535156,160.67880249023438,162.65476989746094,215.01028442382812,273.28094482421875
O95164,O95164,UBL3,Homo sapiens,Ubiquitin-like protein 3,187.76004028320312,203.20404052734375,204.5852508544922,172.87570190429688,204.42013549804688,251.64266967773438,225.7280731201172,217.3004913330078,162.20257568359375,203.37355041503906,205.09693908691406,232.19996643066406,153.00848388671875,212.81593322753906,195.0566406
O95167;S4R3I5,O95167;S4R3I5,NDUFA3,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,1513.548583984375,1477.1383056640625,1078.3829345703125,1625.052490234375,1624.203125,1330.2064208984375,1188.1429443359375,1135.0892333984375,1406.465576171875,1835.4263916015625,1667.102294921875,1769.5704345703125,1641.893310546875,1338.994629,1429.1026611328125
O95168,O95168,NDUFB4,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,467.46661376953125,411.2208557128906,441.93060302734375,467.9832763671875,355.5828857421875,433.6984558105469,348.17132568359375,370.56976318359375,364.4778747558594,578.9982299804688,480.9393005371094,510.6956481933594,457.6303711,465.24310302734375,465.6291504
O95169,O95169,NDUFB8,Homo sapiens,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",1192.3997802734375,1116.238281,1043.7489013671875,1108.8616943359375,1205.3260498046875,1003.249755859375,1206.653809,1085.9410400390625,1154.944336,1006.8467407226562,1205.1363525390625,1237.6602783203125,1044.4561767578125,1098.1529541015625,1162.3885498046875
O95182,O95182,NDUFA7,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,1135.0828857421875,1034.777587890625,1071.769531,1092.5274658203125,1157.2066650390625,1034.613281,1185.6195068359375,1190.9493408203125,1132.182129,1082.4244384765625,966.6170654296875,1073.8177490234375,1126.5418701171875,999.7239990234375,1074.614258
O95197,O95197,RTN3,Homo sapiens,Reticulon-3,1623.7320556640625,1523.2337646484375,1697.9176025390625,1504.9512939453125,1746.676513671875,1686.3929443359375,1612.8956298828125,1729.8951416015625,1759.738281,2187.600586,1618.30957,1636.803466796875,1078.941406,1661.261474609375,1057.8223876953125
O95202,O95202,LETM1,Homo sapiens,Mitochondrial proton/calcium exchanger protein,1748.2357177734375,1743.093262,1888.8421630859375,1838.206543,1750.2784423828125,1683.876708984375,1803.0111083984375,1828.5582275390625,1671.635986328125,1878.9810791015625,1713.362793,1878.3253173828125,1803.0264892578125,1921.6241455078125,1810.871094
O95218,O95218,ZRANB2,Homo sapiens,Zinc finger Ran-binding domain-containing protein 2,888.5489501953125,870.4528809,807.7577514648438,896.2216186523438,891.7198486328125,875.4767456054688,895.9776611328125,887.5992431640625,918.3928833007812,812.9301758,788.0969848632812,786.1519775390625,828.5718383789062,789.7228393554688,794.1651611328125
O95219,O95219,SNX4,Homo sapiens,Sorting nexin-4,147.63961791992188,111.21332550048828,98.71615600585938,NaN,87.00189971923828,150.01341247558594,74.84553527832031,NaN,47.80636978149414,203.1184844970703,68.66675567626953,NaN,139.52108764648438,118.03894805908203,104.20094299316406
O95235,O95235,KIF20A,Homo sapiens,Kinesin-like protein KIF20A,261.8764343261719,229.77381896972656,181.74594116210938,278.2445373535156,252.5003662109375,264.6201172,237.9723663330078,230.60977172851562,223.24359130859375,242.7113037109375,249.34727478027344,249.13877868652344,188.62229919433594,237.30943298339844,164.84022521972656
O95239,O95239,KIF4A,Homo sapiens,Chromosome-associated kinesin KIF4A,354.0840759277344,357.58697509765625,348.3866271972656,364.0505065917969,313.32781982421875,357.9629211425781,387.1518555,390.7311706542969,352.2171630859375,353.0798645019531,379.7386779785156,363.5411682128906,351.0387878417969,390.0855712890625,384.1468505859375
O95243,O95243,MBD4,Homo sapiens,Methyl-CpG-binding domain protein 4,413.0834961,655.4471435546875,525.9526977539062,579.7119750976562,410.39971923828125,417.90704345703125,564.1184082,477.36981201171875,493.1051940917969,529.1846923828125,NaN,NaN,NaN,NaN,435.4100646972656
O95274,O95274,LYPD3,Homo sapiens,Ly6/PLAUR domain-containing protein 3,176.9818572998047,182.96376037597656,229.90745544433594,335.21331787109375,254.8692169189453,329.9318542480469,217.3155059814453,234.99266052246094,290.1354064941406,166.82220458984375,433.3112487792969,327.0758056640625,224.52932739257812,88.00668334960938,294.1398620605469
O95292,O95292,VAPB,Homo sapiens,Vesicle-associated membrane protein-associated protein B/C,2500.494384765625,2378.68457,2540.063965,2335.470947265625,2480.436523,2463.870849609375,2539.780273,2269.384766,2310.811035,2457.625732421875,2437.938720703125,2464.1875,2441.721923828125,2624.519287109375,2318.965087890625
O95295,O95295,SNAPIN,Homo sapiens,SNARE-associated protein Snapin,643.6880493164062,620.0245361328125,618.8945313,680.8193359,541.5036010742188,763.7988891601562,504.1506348,575.8286133,545.2291870117188,690.7890014648438,632.3905029296875,623.2514648,643.987793,603.8931884765625,563.3344727
O95297;Q9UEL6,O95297;Q9UEL6,MPZL1,Homo sapiens,Myelin protein zero-like protein 1;Myelin protein zero like 1 (Fragment),440.1783142089844,380.2907409667969,507.5343933105469,332.0219421386719,372.4535217285156,549.3386840820312,549.3306274414062,455.4640808105469,461.8122253417969,520.3419799804688,418.7283935546875,618.9197387695312,526.6860352,478.2929992675781,474.08197021484375
O95298,O95298,NDUFC2,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 subunit C2,364.3192443847656,390.42071533203125,308.24017333984375,347.1329345703125,433.2915954589844,422.1655273,356.5767517089844,410.58282470703125,379.3653564453125,377.2049865722656,180.1952667236328,377.59307861328125,498.9295654296875,230.68063354492188,403.45428466796875
O95302,O95302,FKBP9,Homo sapiens,Peptidyl-prolyl cis-trans isomerase FKBP9,899.0344238,884.9677124023438,1045.218262,932.0360107421875,974.7269287109375,962.9841309,870.2047119140625,950.2783813476562,896.8316650390625,896.6345215,906.6680908203125,818.7833862304688,960.0018310546875,1001.0228881835938,1003.2785034179688
O95336,O95336,PGLS,Homo sapiens,6-phosphogluconolactonase,4396.226563,4548.411621,4600.864746,4260.008789,4107.020996,4244.725586,4424.76709,4347.569336,4581.276855,4187.169434,4072.744384765625,3895.543701171875,4486.591797,4487.79541,4661.892578
O95340,O95340,PAPSS2,Homo sapiens,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,991.0412598,879.7886352539062,899.295166,1056.881836,987.3839111328125,946.5703735351562,956.6478881835938,974.3630981445312,908.3073120117188,909.0151977539062,951.4213256835938,911.9222412109375,1039.662598,885.5705566,994.8829956054688
O95347,O95347,SMC2,Homo sapiens,Structural maintenance of chromosomes protein 2,2000.613525390625,1918.0247802734375,1928.494873046875,2062.483154296875,2053.826416015625,1981.463379,2037.5731201171875,1963.239013671875,1933.329102,2008.853271484375,2066.871582,2139.927978515625,2045.1016845703125,2128.443359,2033.3465576171875
O95352,O95352,ATG7,Homo sapiens,Ubiquitin-like modifier-activating enzyme ATG7,344.84088134765625,426.7076110839844,397.2962646484375,390.1996765136719,356.75213623046875,357.4765625,357.9581604003906,260.9644775390625,363.4753723144531,314.7640380859375,318.2101745605469,269.0646667480469,324.1438293457031,350.2011413574219,388.8511657714844
O95365,O95365,ZBTB7A,Homo sapiens,Zinc finger and BTB domain-containing protein 7A,282.7835998535156,341.0358581542969,315.6365051269531,279.83612060546875,248.04830932617188,311.5220031738281,261.2628173828125,261.5018615722656,324.5870666503906,329.4682617,266.00274658203125,175.69813537597656,284.7968444824219,266.9414978027344,280.1435547
O95372;Q5QPQ0,O95372;Q5QPQ0,LYPLA2,Homo sapiens,Acyl-protein thioesterase 2;palmitoyl-protein hydrolase,555.6095581054688,692.2203979492188,609.6024169921875,479.89312744140625,678.9890747070312,450.0115661621094,486.49749755859375,666.2592163085938,517.6672973632812,757.1744384765625,580.8684692382812,544.0485229492188,401.7687988,583.0401611328125,532.4497680664062
O95373,O95373,IPO7,Homo sapiens,Importin-7,7377.245117,7501.766602,7247.888184,7435.518555,7244.559082,7113.328125,8117.268066,7500.260742,7547.32373,7932.115723,7952.464355,7927.853027,7530.025879,7199.121094,7308.161133
O95376,O95376,ARIH2,Homo sapiens,E3 ubiquitin-protein ligase ARIH2,232.45126342773438,216.59054565429688,193.65196228027344,189.98497009277344,215.55593872070312,212.44302368164062,240.82388305664062,204.06942749023438,229.2879180908203,216.00511169433594,224.08741760253906,213.43968200683594,238.98870849609375,210.18194580078125,210.15567016601562
O95391,O95391,SLU7,Homo sapiens,Pre-mRNA-splicing factor SLU7,197.8706817626953,233.68484497070312,245.61741638183594,241.66122436523438,243.81124877929688,250.52813720703125,266.0493469238281,277.1463317871094,236.37423706054688,207.6631317138672,240.08169555664062,264.7348327636719,255.37979125976562,337.9537658691406,213.66351318359375
O95396,O95396,MOCS3,Homo sapiens,Adenylyltransferase and sulfurtransferase MOCS3,48.07504653930664,49.358856201171875,56.097923278808594,51.52799987792969,70.59077453613281,44.237972259521484,61.93025588989258,75.99051666259766,57.38922882080078,40.29153823852539,45.096134185791016,32.13886260986328,34.48859786987305,74.92704772949219,57.88813018798828
O95400,O95400,CD2BP2,Homo sapiens,CD2 antigen cytoplasmic tail-binding protein 2,893.4492188,764.9274291992188,779.4611206054688,846.7097168,930.4506836,821.2344360351562,786.9074707,802.4392700195312,780.0410156,913.2961426,861.887207,844.8229370117188,969.8700561523438,665.6163330078125,889.1203613
O95433,O95433,AHSA1,Homo sapiens,Activator of 90 kDa heat shock protein ATPase homolog 1,3313.445801,3216.305176,3301.029052734375,3077.417969,3514.700195,3255.648926,3628.843262,3239.656738,3349.453125,3393.651123046875,3520.308105,3552.702392578125,3355.961181640625,3383.190673828125,3557.679688
O95456,O95456,PSMG1,Homo sapiens,Proteasome assembly chaperone 1,675.1575317382812,583.1713256835938,696.7797241210938,722.1136474609375,658.3496094,758.2041625976562,711.6990966796875,631.3175048828125,706.8306274414062,469.4678955078125,577.1894531,583.4849853515625,630.3960571289062,645.9483642578125,476.7631530761719
O95478,O95478,NSA2,Homo sapiens,Ribosome biogenesis protein NSA2 homolog,1258.8426513671875,1266.354736328125,1336.6544189453125,1199.6695556640625,1219.5101318359375,1310.0050048828125,1128.6715087890625,1255.0731201171875,1276.709716796875,1481.5601806640625,1337.362548828125,1423.437255859375,1216.3917236328125,1375.416992,1226.9783935546875
O95486,O95486,SEC24A,Homo sapiens,Protein transport protein Sec24A,569.3376465,737.6499633789062,643.1149902,485.1390380859375,604.2576904296875,512.5623779296875,556.8004150390625,628.1640014648438,608.3648681640625,675.2224121,677.5239258,422.7336426,699.7059936523438,626.7104492,721.6792602539062
O95487,O95487,SEC24B,Homo sapiens,Protein transport protein Sec24B,333.2831115722656,295.25909423828125,311.2694091796875,369.3907775878906,267.8023376464844,315.57318115234375,358.3634338378906,360.0785217285156,213.87918090820312,372.6379395,357.7707824707031,427.4024658203125,354.7131652832031,308.4150391,384.3819580078125
O95551;X6R5A3,O95551;X6R5A3,TDP2,Homo sapiens,"Tyrosyl-DNA phosphodiesterase 2;TRAF and TNF receptor associated protein, isoform CRA_b",705.0919799804688,900.3721313476562,884.0203247070312,717.6763916015625,877.1803588867188,781.3569336,1003.659668,1042.650879,810.7283935546875,1093.6522216796875,805.9875488,1259.5450439453125,950.0951538085938,1194.107666015625,1281.57959
O95563;Q5R3B4,O95563;Q5R3B4,MPC2,Homo sapiens,Mitochondrial pyruvate carrier 2;Mitochondrial pyruvate carrier (Fragment),177.1570587158203,151.02166748046875,28.908510208129883,164.25607299804688,262.2745056152344,144.8047332763672,272.0452575683594,265.8172302246094,170.5127410888672,155.9898223876953,287.9665527,361.7588195800781,280.0187988,318.2413330078125,365.3695373535156
O95571,O95571,ETHE1,Homo sapiens,"Persulfide dioxygenase ETHE1, mitochondrial",1653.175048828125,1524.5726318359375,1675.6341552734375,1641.4200439453125,1749.281738,1575.4405517578125,1508.922363,1624.345215,1582.538818359375,1818.532470703125,1715.530762,1580.4822998046875,1545.6605224609375,1546.449462890625,1529.888427734375
O95619,O95619,YEATS4,Homo sapiens,YEATS domain-containing protein 4,507.9978027,317.0011291503906,386.31439208984375,305.70220947265625,408.5691833496094,358.3588562011719,302.8930358886719,402.1479187011719,289.5549011230469,342.7696533203125,339.7250061035156,302.3018493652344,434.2699279785156,345.3203125,418.3730163574219
O95639,O95639,CPSF4,Homo sapiens,Cleavage and polyadenylation specificity factor subunit 4,427.81829833984375,467.5319824,438.39715576171875,595.4381713867188,593.0720215,614.0370483398438,509.1685791015625,489.1339416503906,512.3326416015625,463.44293212890625,439.77569580078125,497.1913146972656,464.7906799316406,557.1200561523438,442.1767883300781
O95674,O95674,CDS2,Homo sapiens,Phosphatidate cytidylyltransferase 2,174.00831604003906,224.3146209716797,160.0543670654297,103.6353530883789,271.5943298339844,212.00982666015625,247.24583435058594,176.27035522460938,228.1923370361328,174.4208526611328,251.57955932617188,219.76809692382812,132.27462768554688,172.1561737060547,96.95535278320312
O95707,O95707,POP4,Homo sapiens,Ribonuclease P protein subunit p29,402.4457702636719,513.0724487304688,507.4684143066406,497.4871520996094,482.6087341308594,471.5362243652344,441.5107422,521.5779418945312,464.3287353515625,486.0657653808594,592.8552856445312,497.6093444824219,501.9570617675781,508.5462646484375,606.3824462890625
O95714,O95714,HERC2,Homo sapiens,E3 ubiquitin-protein ligase HERC2,138.43031311035156,136.39149475097656,142.8347168,151.54495239257812,110.9510269165039,100.46818542480469,128.66445922851562,147.37188720703125,104.85368347167969,129.71754455566406,139.0294189453125,92.54750061035156,188.5180206298828,136.02346801757812,124.5317611694336
O95721,O95721,SNAP29,Homo sapiens,Synaptosomal-associated protein 29,297.67950439453125,232.65159606933594,263.5330810546875,352.4790344238281,321.5039367675781,276.4324035644531,342.2624206542969,357.2990417480469,343.1339416503906,275.6510925292969,297.31683349609375,163.0333251953125,322.0040283203125,323.41741943359375,293.7887878417969
O95747,O95747,OXSR1,Homo sapiens,Serine/threonine-protein kinase OSR1,1478.5604248046875,1460.491699,1358.931641,1386.279541015625,1463.3900146484375,1366.2742919921875,1368.7525634765625,1402.0455322265625,1333.0716552734375,1438.5640869140625,1445.8348388671875,1502.927490234375,1550.1832275390625,1347.7525634765625,1593.6588134765625
O95757,O95757,HSPA4L,Homo sapiens,Heat shock 70 kDa protein 4L,2631.205078,2704.441650390625,2668.13623,2567.64502,2628.562744140625,2529.203857421875,2585.306641,2629.947021484375,2585.652344,2779.516602,2772.670166015625,2774.426513671875,2645.295898,2640.874512,2715.366455078125
O95758,O95758,PTBP3,Homo sapiens,Polypyrimidine tract-binding protein 3,412.0757751464844,530.0894775390625,455.3714294433594,450.3645935058594,428.6440734863281,430.97784423828125,398.9196777,460.0097656,455.8990173339844,518.3201293945312,466.01507568359375,513.2399902,460.1085510253906,423.94134521484375,533.4379272460938
O95782,O95782,AP2A1,Homo sapiens,AP-2 complex subunit alpha-1,1898.5738525390625,1893.5440673828125,1881.7691650390625,1829.67334,1850.7310791015625,1897.4403076171875,1808.828125,1850.599365234375,1792.1029052734375,2013.6688232421875,2018.4302978515625,1964.4808349609375,1823.8131103515625,1890.246094,1861.8453369140625
O95801,O95801,TTC4,Homo sapiens,Tetratricopeptide repeat protein 4,181.3133544921875,88.88154602050781,NaN,115.3208008,NaN,122.26374816894531,139.90963745117188,188.04110717773438,50.81784439086914,NaN,82.56058502197266,160.03871154785156,59.34994125366211,67.76111602783203,98.27050781
O95816,O95816,BAG2,Homo sapiens,BAG family molecular chaperone regulator 2,1680.163574,1568.345458984375,1598.0506591796875,1679.5511474609375,1717.421630859375,1648.481934,1729.51123,1855.214355,1766.542236328125,1480.823974609375,1535.398926,1519.1192626953125,1478.155762,1651.782470703125,1482.9117431640625
